<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.18	04:00:00	1816.279	1818.207	1812.758	1816.185	13696	0	0
2022.01.18	08:00:00	1816.154	1817.150	1809.087	1813.053	14456	0	0
2022.01.18	12:00:00	1813.050	1820.050	1805.730	1819.866	31127	0	0
2022.01.18	16:00:00	1819.896	1820.067	1810.575	1813.958	15769	0	0
2022.01.18	20:00:00	1813.988	1815.264	1813.070	1814.231	6377	0	0
2022.01.19	00:00:00	1814.262	1814.428	1810.042	1811.708	9798	0	0
2022.01.19	04:00:00	1811.691	1815.179	1811.049	1811.472	10645	0	0
2022.01.19	08:00:00	1811.442	1819.859	1811.314	1817.323	12949	0	0
2022.01.19	12:00:00	1817.326	1838.527	1816.685	1838.255	25875	0	0
2022.01.19	16:00:00	1838.287	1843.218	1837.070	1842.788	17493	0	0
2022.01.19	20:00:00	1842.822	1843.326	1838.286	1838.495	7302	0	0
2022.01.20	00:00:00	1838.496	1843.786	1837.942	1839.572	12374	0	0
2022.01.20	04:00:00	1839.585	1840.982	1838.256	1839.059	11053	0	0
2022.01.20	08:00:00	1839.030	1842.040	1836.637	1839.412	11560	0	0
2022.01.20	12:00:00	1839.443	1847.796	1835.726	1846.816	24333	0	0
2022.01.20	16:00:00	1846.786	1846.802	1838.315	1840.048	14294	0	0
2022.01.20	20:00:00	1840.017	1840.431	1837.203	1838.889	8250	0	0
2022.01.21	00:00:00	1838.895	1841.934	1836.267	1840.757	12513	0	0
2022.01.21	04:00:00	1840.759	1842.732	1836.549	1837.999	10786	0	0
2022.01.21	08:00:00	1837.964	1838.976	1828.186	1831.803	14839	0	0
2022.01.21	12:00:00	1831.807	1843.095	1831.104	1834.523	25850	0	0
2022.01.21	16:00:00	1834.555	1835.091	1830.136	1831.540	15330	0	0
2022.01.21	20:00:00	1831.510	1835.008	1828.483	1834.664	5892	0	0
2022.01.23	20:00:00	1833.144	1837.088	1833.123	1834.669	2717	0	0
2022.01.24	00:00:00	1834.699	1837.382	1832.484	1836.502	10098	0	0
2022.01.24	04:00:00	1836.499	1839.529	1836.179	1837.951	9580	0	0
2022.01.24	08:00:00	1837.920	1844.010	1837.068	1838.151	14795	0	0
2022.01.24	12:00:00	1838.136	1842.971	1829.487	1834.421	29447	0	0
2022.01.24	16:00:00	1834.451	1843.022	1832.511	1838.704	18885	0	0
2022.01.24	20:00:00	1838.674	1844.124	1837.703	1843.521	8223	0	0
2022.01.25	00:00:00	1843.527	1843.569	1839.423	1842.190	10384	0	0
2022.01.25	04:00:00	1842.189	1843.260	1840.304	1840.742	9819	0	0
2022.01.25	08:00:00	1840.713	1843.126	1834.667	1837.609	13820	0	0
2022.01.25	12:00:00	1837.599	1852.794	1837.527	1846.895	27739	0	0
2022.01.25	16:00:00	1846.865	1853.785	1845.097	1851.698	17296	0	0
2022.01.25	20:00:00	1851.664	1851.907	1846.950	1849.526	7154	0	0
2022.01.26	00:00:00	1849.505	1849.510	1846.504	1846.991	8024	0	0
2022.01.26	04:00:00	1847.007	1848.645	1843.685	1843.903	7931	0	0
2022.01.26	08:00:00	1843.911	1847.657	1842.622	1843.051	11703	0	0
2022.01.26	12:00:00	1843.085	1848.004	1831.030	1834.087	24500	0	0
2022.01.26	16:00:00	1834.118	1834.410	1815.383	1819.488	36156	0	0
2022.01.26	20:00:00	1819.455	1822.078	1814.840	1821.928	19321	0	0
2022.01.27	00:00:00	1821.924	1821.949	1812.693	1815.907	15407	0	0
2022.01.27	04:00:00	1815.876	1816.508	1809.849	1810.902	15446	0	0
2022.01.27	08:00:00	1810.871	1816.835	1807.240	1811.377	16463	0	0
2022.01.27	12:00:00	1811.345	1813.632	1795.365	1796.429	33531	0	0
2022.01.27	16:00:00	1796.398	1798.377	1791.760	1792.901	20086	0	0
2022.01.27	20:00:00	1792.922	1798.257	1792.140	1797.205	8652	0	0
2022.01.28	00:00:00	1797.232	1799.343	1795.030	1799.079	11401	0	0
2022.01.28	04:00:00	1799.065	1799.322	1795.590	1795.879	11220	0	0
2022.01.28	08:00:00	1795.849	1795.849	1780.165	1785.597	16805	0	0
2022.01.28	12:00:00	1785.570	1792.755	1780.453	1782.833	35809	0	0
2022.01.28	16:00:00	1782.803	1788.304	1781.868	1786.902	17573	0	0
2022.01.28	20:00:00	1786.938	1792.096	1786.748	1791.634	4928	0	0
2022.01.30	20:00:00	1789.345	1790.575	1788.327	1789.464	2523	0	0
2022.01.31	00:00:00	1789.494	1790.243	1786.257	1786.957	9512	0	0
2022.01.31	04:00:00	1786.982	1789.359	1785.425	1788.730	10388	0	0
2022.01.31	08:00:00	1788.763	1793.620	1787.021	1792.263	13940	0	0
2022.01.31	12:00:00	1792.269	1799.629	1789.559	1796.252	25669	0	0
2022.01.31	16:00:00	1796.276	1799.841	1794.833	1798.454	14756	0	0
2022.01.31	20:00:00	1798.485	1799.702	1796.290	1797.738	7155	0	0
2022.02.01	00:00:00	1797.736	1799.323	1795.718	1796.601	7837	0	0
2022.02.01	04:00:00	1796.587	1804.362	1796.288	1803.981	10443	0	0
2022.02.01	08:00:00	1803.949	1808.249	1801.846	1806.167	12578	0	0
2022.02.01	12:00:00	1806.163	1808.524	1797.702	1804.367	30516	0	0
2022.02.01	16:00:00	1804.337	1807.868	1799.342	1799.419	13967	0	0
2022.02.01	20:00:00	1799.388	1802.302	1798.502	1800.694	6427	0	0
2022.02.02	00:00:00	1800.711	1801.591	1797.293	1797.617	7044	0	0
2022.02.02	04:00:00	1797.611	1798.999	1794.218	1796.691	9139	0	0
2022.02.02	08:00:00	1796.721	1803.598	1796.377	1802.784	12398	0	0
2022.02.02	12:00:00	1802.799	1810.423	1800.506	1808.522	26380	0	0
2022.02.02	16:00:00	1808.517	1810.736	1807.303	1807.440	13267	0	0
2022.02.02	20:00:00	1807.422	1808.207	1805.081	1807.830	5704	0	0
2022.02.03	00:00:00	1807.797	1808.931	1805.936	1807.053	6295	0	0
2022.02.03	04:00:00	1807.040	1807.167	1803.063	1804.529	7702	0	0
2022.02.03	08:00:00	1804.499	1806.040	1802.210	1804.241	10458	0	0
2022.02.03	12:00:00	1804.182	1805.056	1788.521	1803.086	41656	0	0
2022.02.03	16:00:00	1803.056	1807.605	1801.049	1805.049	16868	0	0
2022.02.03	20:00:00	1805.079	1806.446	1804.546	1805.719	5855	0	0
2022.02.04	00:00:00	1805.691	1807.526	1804.957	1806.516	7946	0	0
2022.02.04	04:00:00	1806.486	1808.982	1805.770	1807.279	9654	0	0
2022.02.04	08:00:00	1807.309	1814.374	1806.158	1810.949	13775	0	0
2022.02.04	12:00:00	1810.980	1814.862	1792.076	1803.835	42873	0	0
2022.02.04	16:00:00	1803.824	1808.601	1803.086	1806.822	14676	0	0
2022.02.04	20:00:00	1806.852	1808.248	1805.995	1807.732	4086	0	0
2022.02.06	20:00:00	1808.436	1811.438	1807.877	1810.028	2355	0	0
2022.02.07	00:00:00	1810.035	1815.190	1808.658	1809.866	13064	0	0
2022.02.07	04:00:00	1809.842	1812.974	1808.628	1812.974	9555	0	0
2022.02.07	08:00:00	1813.005	1814.104	1809.965	1813.580	13176	0	0
2022.02.07	12:00:00	1813.553	1816.964	1811.635	1815.841	21110	0	0
2022.02.07	16:00:00	1815.874	1823.503	1814.243	1822.251	13469	0	0
2022.02.07	20:00:00	1822.284	1822.599	1820.198	1822.004	5214	0	0
2022.02.08	00:00:00	1821.979	1823.238	1820.223	1821.836	9085	0	0
2022.02.08	04:00:00	1821.833	1822.270	1815.347	1817.227	10775	0	0
2022.02.08	08:00:00	1817.250	1820.976	1817.135	1818.046	11930	0	0
2022.02.08	12:00:00	1818.069	1828.344	1817.194	1824.497	20190	0	0
2022.02.08	16:00:00	1824.494	1828.737	1824.333	1826.886	10831	0	0
2022.02.08	20:00:00	1826.910	1827.782	1825.469	1826.134	4457	0	0
2022.02.09	00:00:00	1825.759	1828.653	1825.342	1828.038	6623	0	0
2022.02.09	04:00:00	1828.072	1829.050	1825.647	1826.692	8896	0	0
2022.02.09	08:00:00	1826.662	1828.329	1825.656	1826.817	9910	0	0
2022.02.09	12:00:00	1826.828	1832.361	1824.344	1828.391	20682	0	0
2022.02.09	16:00:00	1828.358	1835.783	1828.265	1833.269	12988	0	0
2022.02.09	20:00:00	1833.292	1833.440	1831.127	1832.541	4988	0	0
2022.02.10	00:00:00	1832.543	1834.712	1831.505	1834.050	8078	0	0
2022.02.10	04:00:00	1834.051	1836.020	1833.439	1834.610	8421	0	0
2022.02.10	08:00:00	1834.578	1834.734	1830.237	1832.271	10655	0	0
2022.02.10	12:00:00	1832.296	1840.499	1821.482	1835.628	40963	0	0
2022.02.10	16:00:00	1835.623	1841.879	1828.761	1829.669	27079	0	0
2022.02.10	20:00:00	1829.700	1830.208	1825.407	1826.796	10445	0	0
2022.02.11	00:00:00	1826.765	1827.130	1823.682	1824.939	10931	0	0
2022.02.11	04:00:00	1824.936	1826.010	1820.541	1825.960	13019	0	0
2022.02.11	08:00:00	1826.117	1827.751	1825.120	1827.177	12446	0	0
2022.02.11	12:00:00	1827.151	1837.017	1824.822	1835.815	26233	0	0
2022.02.11	16:00:00	1835.846	1862.186	1832.715	1858.941	48326	0	0
