<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.09.09	00:00:00	2496.871	2500.540	2494.711	2499.286	25639	0	159
2024.09.09	04:00:00	2499.250	2499.541	2485.503	2494.286	33567	0	159
2024.09.09	08:00:00	2494.311	2499.137	2489.940	2497.242	27702	0	159
2024.09.09	12:00:00	2497.287	2505.292	2493.231	2499.081	44375	0	159
2024.09.09	16:00:00	2499.107	2506.577	2499.107	2505.960	22610	0	159
2024.09.09	20:00:00	2505.921	2507.701	2505.221	2506.813	7025	0	159
2024.09.10	00:00:00	2506.815	2507.461	2501.370	2502.532	20848	0	159
2024.09.10	04:00:00	2502.500	2507.773	2500.736	2502.792	21446	0	159
2024.09.10	08:00:00	2502.749	2509.695	2500.052	2504.607	25356	0	159
2024.09.10	12:00:00	2504.575	2518.415	2500.854	2512.597	51639	0	159
2024.09.10	16:00:00	2512.770	2517.515	2510.693	2517.243	23218	0	159
2024.09.10	20:00:00	2517.211	2518.849	2515.750	2518.678	6471	0	159
2024.09.11	00:00:00	2518.638	2522.577	2514.940	2519.406	25488	0	159
2024.09.11	04:00:00	2519.426	2529.086	2518.521	2521.471	26730	0	159
2024.09.11	08:00:00	2521.437	2527.212	2519.760	2522.267	24356	0	159
2024.09.11	12:00:00	2522.227	2523.884	2500.844	2514.743	83232	0	159
2024.09.11	16:00:00	2514.712	2520.033	2509.781	2512.930	26824	0	159
2024.09.11	20:00:00	2512.904	2513.892	2511.270	2511.893	6762	0	159
2024.09.12	00:00:00	2511.901	2516.156	2510.973	2515.844	19221	0	159
2024.09.12	04:00:00	2515.880	2522.260	2514.445	2515.943	20558	0	159
2024.09.12	08:00:00	2515.906	2521.014	2512.961	2519.444	24074	0	159
2024.09.12	12:00:00	2519.485	2555.229	2518.862	2553.315	86204	0	159
2024.09.12	16:00:00	2553.279	2559.088	2544.870	2557.905	33538	0	159
2024.09.12	20:00:00	2557.870	2560.091	2556.739	2558.422	9496	0	159
2024.09.13	00:00:00	2558.419	2570.093	2556.780	2567.853	29578	0	159
2024.09.13	04:00:00	2567.922	2571.135	2563.068	2569.844	28690	0	159
2024.09.13	08:00:00	2569.840	2573.019	2563.654	2567.288	28541	0	159
2024.09.13	12:00:00	2567.323	2583.480	2566.033	2582.140	56636	0	159
2024.09.13	16:00:00	2582.175	2586.120	2578.591	2582.646	26077	0	159
2024.09.13	20:00:00	2582.612	2582.912	2577.704	2579.067	3420	0	159
2024.09.15	20:00:00	2578.456	2580.454	2577.582	2579.163	7256	0	159
2024.09.16	00:00:00	2579.170	2589.027	2578.887	2586.294	17150	0	159
2024.09.16	04:00:00	2586.335	2589.651	2579.452	2582.142	23119	0	159
2024.09.16	08:00:00	2582.122	2588.526	2575.285	2582.999	27346	0	159
2024.09.16	12:00:00	2582.966	2589.298	2576.057	2579.847	46604	0	159
2024.09.16	16:00:00	2579.881	2584.172	2579.524	2582.492	18864	0	159
2024.09.16	20:00:00	2582.557	2583.855	2581.809	2583.659	6363	0	159
2024.09.17	00:00:00	2583.683	2586.338	2576.771	2577.184	18561	0	159
2024.09.17	04:00:00	2577.178	2586.956	2574.530	2583.800	21579	0	159
2024.09.17	08:00:00	2583.761	2584.150	2569.679	2579.824	30581	0	159
2024.09.17	12:00:00	2579.834	2582.252	2561.719	2565.668	59196	0	159
2024.09.17	16:00:00	2565.692	2571.643	2560.661	2568.615	27653	0	159
2024.09.17	20:00:00	2568.640	2574.367	2568.287	2574.050	7349	0	159
2024.09.18	00:00:00	2574.019	2576.474	2570.016	2575.899	26180	0	159
2024.09.18	04:00:00	2575.923	2576.511	2565.681	2571.566	23033	0	159
2024.09.18	08:00:00	2571.643	2580.740	2567.962	2577.407	23519	0	159
2024.09.18	12:00:00	2577.454	2578.907	2567.965	2569.701	38411	0	159
2024.09.18	16:00:00	2569.731	2600.138	2546.828	2549.026	124416	0	159
2024.09.18	20:00:00	2548.981	2561.596	2548.301	2559.239	18593	0	159
2024.09.19	00:00:00	2559.239	2566.702	2550.894	2563.959	35525	0	159
2024.09.19	04:00:00	2564.002	2584.633	2559.564	2584.344	35047	0	159
2024.09.19	08:00:00	2584.361	2594.963	2581.336	2589.435	35292	0	159
2024.09.19	12:00:00	2589.399	2591.203	2569.753	2589.022	71088	0	159
2024.09.19	16:00:00	2589.062	2592.612	2585.927	2588.309	24408	0	159
2024.09.19	20:00:00	2588.355	2589.803	2585.876	2587.282	7655	0	159
2024.09.20	00:00:00	2587.254	2593.705	2584.714	2591.389	23784	0	159
2024.09.20	04:00:00	2591.397	2609.797	2591.258	2607.182	28187	0	159
2024.09.20	08:00:00	2607.158	2615.500	2602.460	2613.736	29449	0	159
2024.09.20	12:00:00	2613.697	2623.041	2602.515	2622.744	68613	0	159
2024.09.20	16:00:00	2622.762	2625.754	2617.834	2621.087	31785	0	159
2024.09.20	20:00:00	2621.129	2622.509	2619.100	2622.098	3387	0	159
2024.09.22	20:00:00	2620.944	2622.119	2619.625	2620.234	5590	0	160
2024.09.23	00:00:00	2620.202	2631.128	2616.017	2628.553	24228	0	159
2024.09.23	04:00:00	2628.558	2631.395	2613.799	2615.150	30283	0	159
2024.09.23	08:00:00	2615.113	2625.786	2614.564	2624.063	27340	0	159
2024.09.23	12:00:00	2624.056	2634.881	2619.993	2629.242	49966	0	159
2024.09.23	16:00:00	2629.201	2630.921	2625.665	2626.240	23793	0	159
2024.09.23	20:00:00	2626.283	2628.501	2625.814	2626.300	6387	0	159
2024.09.24	00:00:00	2626.295	2636.156	2623.720	2634.099	26494	0	159
2024.09.24	04:00:00	2634.090	2640.092	2622.524	2628.996	38909	0	159
2024.09.24	08:00:00	2629.005	2636.312	2623.339	2626.367	30084	0	159
2024.09.24	12:00:00	2626.411	2648.504	2623.463	2643.143	60521	0	159
2024.09.24	16:00:00	2643.153	2664.366	2642.350	2662.622	34491	0	159
2024.09.24	20:00:00	2662.588	2663.747	2656.417	2658.204	10837	0	159
2024.09.25	00:00:00	2658.163	2670.629	2655.427	2661.439	35904	0	159
2024.09.25	04:00:00	2661.485	2661.718	2651.377	2657.019	31497	0	159
2024.09.25	08:00:00	2657.025	2658.601	2652.726	2657.431	26634	0	159
2024.09.25	12:00:00	2657.380	2667.448	2654.155	2657.678	57704	0	159
2024.09.25	16:00:00	2657.652	2663.062	2649.566	2659.754	27531	0	159
2024.09.25	20:00:00	2659.802	2660.298	2656.203	2656.236	9003	0	159
2024.09.26	00:00:00	2656.359	2662.537	2655.281	2662.516	24557	0	159
2024.09.26	04:00:00	2662.545	2666.924	2657.930	2664.684	26489	0	159
2024.09.26	08:00:00	2664.650	2685.611	2664.603	2682.764	36289	0	159
2024.09.26	12:00:00	2682.797	2684.253	2654.717	2671.348	96436	0	159
2024.09.26	16:00:00	2671.396	2677.938	2662.946	2673.675	32697	0	159
2024.09.26	20:00:00	2673.715	2674.077	2670.830	2672.601	7405	0	159
2024.09.27	00:00:00	2672.610	2673.976	2666.190	2673.629	27861	0	159
2024.09.27	04:00:00	2673.649	2673.944	2660.890	2664.748	35699	0	159
2024.09.27	08:00:00	2664.701	2669.177	2658.284	2666.159	29558	0	159
2024.09.27	12:00:00	2666.125	2674.269	2644.705	2649.798	77126	0	159
2024.09.27	16:00:00	2649.751	2656.324	2642.994	2652.079	34787	0	159
2024.09.27	20:00:00	2652.036	2659.974	2651.126	2657.983	4320	0	159
2024.09.29	20:00:00	2661.714	2665.106	2659.762	2663.543	9820	0	159
2024.09.30	00:00:00	2663.580	2666.069	2647.264	2653.617	37880	0	159
2024.09.30	04:00:00	2653.573	2660.619	2650.630	2650.987	27579	0	159
2024.09.30	08:00:00	2650.950	2656.598	2634.410	2641.542	33567	0	159
2024.09.30	12:00:00	2641.523	2644.175	2628.658	2633.868	57961	0	159
2024.09.30	16:00:00	2633.874	2641.893	2624.679	2630.922	37889	0	159
2024.09.30	20:00:00	2630.963	2636.262	2630.713	2635.634	7915	0	159
2024.10.01	00:00:00	2635.660	2640.008	2633.911	2637.922	17651	0	159
2024.10.01	04:00:00	2637.955	2647.458	2637.406	2645.559	24217	0	159
2024.10.01	08:00:00	2645.593	2652.083	2642.437	2650.229	25512	0	159
2024.10.01	12:00:00	2650.269	2671.883	2648.010	2663.338	82041	0	159
2024.10.01	16:00:00	2663.303	2673.222	2657.549	2658.691	44729	0	159
2024.10.01	20:00:00	2658.730	2663.978	2657.837	2660.361	8013	0	159
2024.10.02	00:00:00	2660.390	2662.017	2655.079	2655.376	21199	0	159
2024.10.02	04:00:00	2655.351	2656.550	2644.495	2655.423	29665	0	159
2024.10.02	08:00:00	2655.482	2655.871	2647.941	2649.577	25832	0	159
2024.10.02	12:00:00	2649.619	2663.387	2641.038	2649.890	61679	0	159
2024.10.02	16:00:00	2649.918	2658.986	2647.113	2658.640	24068	0	159
2024.10.02	20:00:00	2658.622	2661.236	2658.265	2660.328	8371	0	159
2024.10.03	00:00:00	2660.299	2662.968	2653.273	2656.001	21734	0	159
2024.10.03	04:00:00	2655.966	2657.491	2643.491	2645.187	27229	0	159
2024.10.03	08:00:00	2645.206	2649.060	2640.958	2648.018	29276	0	159
2024.10.03	12:00:00	2647.984	2654.625	2637.964	2648.798	70618	0	159
2024.10.03	16:00:00	2648.842	2662.161	2648.490	2657.974	28552	0	159
2024.10.03	20:00:00	2658.009	2658.009	2654.319	2655.804	6948	0	159
2024.10.04	00:00:00	2655.800	2663.591	2655.453	2661.137	18848	0	159
2024.10.04	04:00:00	2661.128	2667.864	2658.703	2661.080	22720	0	159
2024.10.04	08:00:00	2661.050	2662.558	2656.783	2661.342	21845	0	159
2024.10.04	12:00:00	2661.319	2670.167	2632.031	2653.201	102598	0	159
2024.10.04	16:00:00	2653.227	2653.849	2641.813	2651.624	34300	0	159
2024.10.04	20:00:00	2651.657	2653.995	2649.836	2653.519	3385	0	159
2024.10.06	20:00:00	2651.575	2652.397	2649.675	2650.157	6825	0	159
2024.10.07	00:00:00	2650.103	2651.918	2643.788	2647.421	23524	0	159
2024.10.07	04:00:00	2647.399	2652.832	2639.587	2651.974	25455	0	159
2024.10.07	08:00:00	2652.016	2659.613	2650.597	2656.913	28131	0	159
2024.10.07	12:00:00	2656.949	2659.206	2637.728	2645.728	62667	0	159
2024.10.07	16:00:00	2645.687	2648.740	2639.686	2643.260	23844	0	159
2024.10.07	20:00:00	2643.224	2649.156	2641.761	2642.944	10066	0	159
2024.10.08	00:00:00	2642.962	2648.317	2633.723	2642.990	45113	0	159
2024.10.08	04:00:00	2642.922	2646.429	2631.076	2633.951	34000	0	159
2024.10.08	08:00:00	2633.965	2651.936	2628.487	2650.745	34334	0	159
2024.10.08	12:00:00	2650.739	2653.012	2604.686	2612.958	84549	0	159
2024.10.08	16:00:00	2613.025	2623.574	2605.443	2622.898	34636	0	159
2024.10.08	20:00:00	2622.930	2623.813	2618.811	2621.868	9273	0	159
2024.10.09	00:00:00	2621.868	2624.259	2614.848	2617.072	29202	0	159
2024.10.09	04:00:00	2617.035	2624.321	2609.139	2611.628	29888	0	159
2024.10.09	08:00:00	2611.669	2622.436	2610.405	2619.022	26553	0	159
2024.10.09	12:00:00	2619.061	2622.458	2605.189	2614.822	56755	0	159
2024.10.09	16:00:00	2614.861	2615.874	2605.116	2609.087	25556	0	159
2024.10.09	20:00:00	2609.138	2609.477	2606.882	2608.476	7200	0	159
2024.10.10	00:00:00	2608.438	2616.900	2605.904	2611.762	27955	0	159
2024.10.10	04:00:00	2611.724	2617.130	2610.202	2616.657	24396	0	159
2024.10.10	08:00:00	2616.695	2618.912	2611.280	2612.980	23213	0	159
2024.10.10	12:00:00	2613.013	2629.782	2602.260	2623.592	81095	0	159
2024.10.10	16:00:00	2623.619	2631.370	2616.442	2629.160	31405	0	159
2024.10.10	20:00:00	2629.135	2636.032	2628.071	2633.149	10124	0	159
2024.10.11	00:00:00	2633.161	2646.059	2631.952	2645.483	29068	0	159
2024.10.11	04:00:00	2645.510	2647.209	2638.037	2645.355	23562	0	159
2024.10.11	08:00:00	2645.317	2646.242	2636.127	2644.635	22407	0	159
2024.10.11	12:00:00	2644.599	2659.318	2640.610	2658.776	51294	0	159
2024.10.11	16:00:00	2658.784	2661.462	2655.240	2656.122	22451	0	159
2024.10.11	20:00:00	2656.160	2657.207	2654.668	2656.864	2826	0	160
2024.10.13	20:00:00	2650.086	2652.472	2646.866	2648.091	9811	0	159
2024.10.14	00:00:00	2648.131	2657.455	2643.075	2655.553	30705	0	159
2024.10.14	04:00:00	2655.553	2666.838	2655.194	2660.395	26004	0	159
2024.10.14	08:00:00	2660.396	2662.995	2650.987	2652.184	24395	0	159
2024.10.14	12:00:00	2652.174	2661.162	2643.940	2646.733	48419	0	159
2024.10.14	16:00:00	2646.795	2652.575	2645.745	2652.395	18332	0	159
2024.10.14	20:00:00	2652.437	2653.323	2646.075	2649.357	8168	0	159
2024.10.15	00:00:00	2649.419	2652.769	2644.449	2645.705	24251	0	159
2024.10.15	04:00:00	2645.743	2653.947	2637.975	2650.758	30720	0	159
2024.10.15	08:00:00	2650.740	2656.811	2645.596	2647.729	27032	0	159
2024.10.15	12:00:00	2647.726	2665.187	2646.047	2664.637	59459	0	159
2024.10.15	16:00:00	2664.673	2668.930	2658.959	2661.602	25970	0	159
2024.10.15	20:00:00	2661.640	2663.110	2660.269	2660.500	7151	0	159
2024.10.16	00:00:00	2660.498	2670.180	2658.722	2667.156	28452	0	159
2024.10.16	04:00:00	2667.120	2677.704	2665.548	2676.115	30667	0	159
2024.10.16	08:00:00	2676.113	2682.731	2672.922	2678.353	28118	0	159
2024.10.16	12:00:00	2678.312	2685.394	2667.541	2669.985	59703	0	159
2024.10.16	16:00:00	2669.943	2676.704	2666.650	2674.690	22537	0	159
2024.10.16	20:00:00	2674.735	2674.996	2673.078	2674.087	5934	0	159
2024.10.17	00:00:00	2674.122	2684.943	2674.069	2676.610	30714	0	159
2024.10.17	04:00:00	2676.663	2685.756	2676.396	2681.953	31912	0	159
2024.10.17	08:00:00	2681.981	2688.858	2676.949	2681.298	26156	0	159
2024.10.17	12:00:00	2681.258	2696.788	2673.155	2693.296	71024	0	159
2024.10.17	16:00:00	2693.365	2694.202	2683.959	2691.954	25851	0	159
2024.10.17	20:00:00	2692.006	2694.411	2690.967	2693.706	6025	0	160
2024.10.18	00:00:00	2693.669	2711.964	2692.732	2709.959	35092	0	159
2024.10.18	04:00:00	2709.944	2714.113	2702.208	2702.272	33029	0	159
2024.10.18	08:00:00	2702.281	2713.202	2701.682	2709.779	27915	0	159
2024.10.18	12:00:00	2709.808	2720.195	2704.921	2714.813	57734	0	159
2024.10.18	16:00:00	2714.846	2721.281	2713.576	2719.624	24988	0	159
2024.10.18	20:00:00	2719.665	2722.633	2719.181	2721.778	3655	0	159
2024.10.20	20:00:00	2723.092	2725.145	2720.179	2723.416	7434	0	159
2024.10.21	00:00:00	2723.457	2732.826	2721.040	2731.512	40030	0	159
2024.10.21	04:00:00	2731.514	2732.453	2723.554	2730.312	27587	0	159
2024.10.21	08:00:00	2730.322	2738.128	2727.758	2734.419	31350	0	159
2024.10.21	12:00:00	2734.458	2740.552	2716.833	2720.119	75017	0	159
2024.10.21	16:00:00	2720.093	2725.657	2714.204	2719.854	29207	0	159
2024.10.21	20:00:00	2719.810	2722.592	2718.707	2721.483	7816	0	159
2024.10.22	00:00:00	2721.483	2733.100	2720.633	2730.987	27143	0	159
2024.10.22	04:00:00	2730.969	2737.141	2729.015	2733.649	25267	0	159
2024.10.22	08:00:00	2733.617	2739.387	2729.436	2731.976	29662	0	159
2024.10.22	12:00:00	2732.010	2744.206	2731.501	2737.562	54779	0	159
2024.10.22	16:00:00	2737.521	2748.908	2737.144	2748.306	26135	0	159
2024.10.22	20:00:00	2748.354	2748.863	2745.829	2746.553	7380	0	159
2024.10.23	00:00:00	2746.557	2747.199	2737.743	2746.054	27033	0	159
2024.10.23	04:00:00	2746.054	2755.632	2745.347	2754.874	27585	0	159
2024.10.23	08:00:00	2754.913	2758.508	2749.134	2749.967	26550	0	159
2024.10.23	12:00:00	2749.932	2750.480	2708.630	2721.726	87060	0	159
2024.10.23	16:00:00	2721.692	2723.250	2711.933	2716.202	33633	0	159
2024.10.23	20:00:00	2716.236	2721.885	2714.143	2721.258	9390	0	159
2024.10.24	00:00:00	2721.219	2726.698	2717.752	2722.877	29662	0	159
2024.10.24	04:00:00	2722.882	2737.085	2722.805	2733.540	26678	0	159
2024.10.24	08:00:00	2733.613	2739.683	2732.482	2738.556	24514	0	159
2024.10.24	12:00:00	2738.464	2743.208	2722.364	2731.099	60809	0	159
2024.10.24	16:00:00	2731.091	2737.736	2725.694	2737.040	29915	0	159
2024.10.24	20:00:00	2737.073	2737.147	2733.630	2733.844	6713	0	159
2024.10.25	00:00:00	2733.885	2735.179	2724.356	2726.041	24902	0	159
2024.10.25	04:00:00	2726.077	2732.567	2723.863	2726.379	26168	0	159
2024.10.25	08:00:00	2726.464	2729.391	2716.956	2724.181	31037	0	159
2024.10.25	12:00:00	2724.208	2742.028	2723.205	2737.131	49498	0	159
2024.10.25	16:00:00	2737.093	2745.022	2733.858	2742.519	25011	0	159
2024.10.25	20:00:00	2742.561	2747.774	2742.469	2747.023	4206	0	159
2024.10.27	20:00:00	2733.443	2740.176	2730.340	2735.815	12778	0	159
2024.10.28	00:00:00	2735.783	2736.306	2724.631	2729.702	31077	0	159
2024.10.28	04:00:00	2729.681	2744.510	2729.093	2738.919	26064	0	159
2024.10.28	08:00:00	2738.926	2740.910	2727.802	2732.319	28658	0	159
2024.10.28	12:00:00	2732.312	2745.917	2731.171	2740.704	44117	0	159
2024.10.28	16:00:00	2740.671	2744.983	2739.985	2742.498	21351	0	159
2024.10.28	20:00:00	2742.464	2744.427	2739.786	2744.427	7496	0	159
2024.10.29	00:00:00	2744.379	2757.762	2743.203	2751.689	29353	0	159
2024.10.29	04:00:00	2751.680	2756.866	2748.898	2752.459	24963	0	159
2024.10.29	08:00:00	2752.499	2756.639	2746.227	2751.807	31154	0	159
2024.10.29	12:00:00	2751.806	2771.699	2748.142	2764.241	58358	0	159
2024.10.29	16:00:00	2764.219	2774.760	2764.065	2772.196	28753	0	159
2024.10.29	20:00:00	2772.165	2775.380	2771.821	2774.915	8007	0	159
2024.10.30	00:00:00	2774.943	2782.150	2774.778	2778.924	26974	0	159
2024.10.30	04:00:00	2778.930	2789.821	2777.406	2782.222	24517	0	159
2024.10.30	08:00:00	2782.257	2786.545	2778.213	2778.580	24871	0	159
2024.10.30	12:00:00	2778.556	2787.509	2770.804	2784.634	65962	0	159
2024.10.30	16:00:00	2784.675	2790.075	2782.967	2787.285	25087	0	159
2024.10.30	20:00:00	2787.333	2788.104	2784.777	2785.490	8683	0	159
2024.10.31	00:00:00	2785.489	2790.066	2783.554	2784.547	21426	0	159
2024.10.31	04:00:00	2784.598	2786.563	2777.999	2782.049	25484	0	159
2024.10.31	08:00:00	2782.027	2783.153	2773.252	2779.413	26338	0	159
2024.10.31	12:00:00	2779.414	2781.941	2731.515	2740.576	81896	0	159
2024.10.31	16:00:00	2740.617	2749.747	2738.004	2746.442	32847	0	159
2024.10.31	20:00:00	2746.471	2748.168	2743.269	2746.691	9590	0	159
2024.11.01	00:00:00	2746.672	2751.878	2744.782	2751.770	27201	0	159
2024.11.01	04:00:00	2751.728	2757.660	2747.039	2749.642	22826	0	159
2024.11.01	08:00:00	2749.627	2755.480	2744.818	2752.873	27163	0	159
2024.11.01	12:00:00	2752.899	2762.253	2739.674	2744.720	74606	0	159
2024.11.01	16:00:00	2744.706	2746.184	2733.113	2734.121	30972	0	159
2024.11.01	20:00:00	2734.077	2736.858	2733.266	2736.690	3638	0	159
2024.11.03	20:00:00	2732.846	2740.334	2732.568	2738.352	5442	0	159
2024.11.04	00:00:00	2738.379	2742.401	2735.343	2740.989	26851	0	159
2024.11.04	04:00:00	2740.952	2744.781	2735.070	2735.837	23518	0	159
2024.11.04	08:00:00	2735.806	2745.304	2731.807	2740.608	29092	0	159
2024.11.04	12:00:00	2740.554	2748.215	2737.633	2738.541	44838	0	159
2024.11.04	16:00:00	2738.511	2739.706	2731.742	2738.308	28755	0	159
2024.11.04	20:00:00	2738.241	2738.571	2736.001	2736.001	8940	0	159
2024.11.05	00:00:00	2736.048	2736.677	2724.695	2735.293	27252	0	159
2024.11.05	04:00:00	2735.240	2741.384	2731.651	2736.532	23095	0	159
2024.11.05	08:00:00	2736.492	2745.043	2732.090	2741.600	27019	0	159
2024.11.05	12:00:00	2741.697	2749.901	2732.921	2741.957	43384	0	159
2024.11.05	16:00:00	2742.001	2744.608	2736.343	2740.513	26405	0	159
2024.11.05	20:00:00	2740.549	2746.441	2739.617	2745.707	10267	0	159
2024.11.06	00:00:00	2745.684	2749.681	2730.639	2734.114	62644	0	159
2024.11.06	04:00:00	2734.126	2743.708	2701.319	2725.921	78315	0	159
2024.11.06	08:00:00	2725.870	2733.790	2696.018	2699.312	54369	0	159
2024.11.06	12:00:00	2699.272	2708.066	2652.335	2675.715	122017	0	159
2024.11.06	16:00:00	2675.752	2678.273	2661.563	2667.084	42785	0	159
2024.11.06	20:00:00	2667.057	2667.719	2658.958	2664.048	12995	0	159
2024.11.07	00:00:00	2664.035	2664.261	2643.214	2659.179	41850	0	159
2024.11.07	04:00:00	2659.199	2667.596	2652.794	2663.268	30988	0	159
2024.11.07	08:00:00	2663.349	2668.432	2657.381	2666.159	30348	0	159
2024.11.07	12:00:00	2666.266	2700.166	2664.276	2698.698	61964	0	159
2024.11.07	16:00:00	2698.687	2700.290	2687.476	2694.266	52380	0	159
2024.11.07	20:00:00	2694.308	2710.317	2692.850	2706.866	22088	0	159
2024.11.08	00:00:00	2706.870	2710.418	2694.034	2695.113	31599	0	159
2024.11.08	04:00:00	2695.104	2696.360	2680.286	2687.362	28827	0	159
2024.11.08	08:00:00	2687.395	2694.977	2681.933	2691.912	37350	0	159
2024.11.08	12:00:00	2691.937	2704.061	2683.379	2687.552	60370	0	159
2024.11.08	16:00:00	2687.503	2689.283	2682.837	2687.057	32098	0	159
2024.11.08	20:00:00	2687.023	2688.549	2682.936	2684.758	10759	0	159
2024.11.10	20:00:00	2683.161	2685.650	2681.526	2685.605	3710	0	159
2024.11.11	00:00:00	2685.638	2686.141	2666.444	2670.269	32774	0	159
2024.11.11	04:00:00	2670.272	2674.282	2666.910	2669.561	26203	0	159
2024.11.11	08:00:00	2669.516	2675.377	2658.928	2662.647	34716	0	159
2024.11.11	12:00:00	2662.672	2663.232	2613.390	2614.599	75339	0	159
2024.11.11	16:00:00	2614.558	2620.672	2610.530	2619.266	30796	0	159
2024.11.11	20:00:00	2619.291	2626.187	2619.233	2624.038	10883	0	159
2024.11.12	00:00:00	2624.026	2627.162	2618.717	2618.924	28404	0	159
2024.11.12	04:00:00	2618.875	2619.084	2595.148	2598.237	43180	0	159
2024.11.12	08:00:00	2598.273	2606.511	2589.596	2597.845	45559	0	159
2024.11.12	12:00:00	2597.820	2617.068	2597.387	2598.437	68147	0	159
2024.11.12	16:00:00	2598.479	2604.194	2592.430	2598.346	36827	0	159
2024.11.12	20:00:00	2597.256	2601.387	2595.106	2598.956	11171	0	159
2024.11.13	00:00:00	2599.011	2613.307	2598.002	2611.562	28720	0	159
2024.11.13	04:00:00	2611.579	2612.405	2603.490	2606.115	25149	0	159
2024.11.13	08:00:00	2606.166	2611.665	2601.031	2610.789	29151	0	159
2024.11.13	12:00:00	2610.826	2618.841	2593.548	2605.385	74593	0	159
2024.11.13	16:00:00	2605.341	2606.004	2577.507	2581.004	48398	0	159
2024.11.13	20:00:00	2580.971	2581.410	2569.214	2570.989	20847	0	159
2024.11.14	00:00:00	2571.012	2574.760	2558.875	2560.708	34153	0	159
2024.11.14	04:00:00	2560.718	2565.256	2550.361	2557.014	33102	0	159
2024.11.14	08:00:00	2556.972	2559.783	2536.755	2553.579	46057	0	159
2024.11.14	12:00:00	2553.621	2572.991	2550.036	2570.179	71241	0	159
2024.11.14	16:00:00	2570.203	2577.447	2567.086	2575.970	35232	0	159
2024.11.14	20:00:00	2575.981	2576.532	2563.866	2566.899	23457	0	159
2024.11.15	00:00:00	2566.888	2571.677	2563.027	2567.756	25386	0	159
2024.11.15	04:00:00	2567.719	2569.538	2554.385	2563.705	26201	0	159
2024.11.15	08:00:00	2563.692	2573.393	2560.846	2570.781	33445	0	159
2024.11.15	12:00:00	2570.800	2576.060	2561.197	2570.733	72473	0	159
2024.11.15	16:00:00	2570.742	2573.291	2559.421	2563.849	35447	0	159
2024.11.15	20:00:00	2563.849	2563.862	2559.758	2562.969	9831	0	159
2024.11.17	20:00:00	2568.027	2575.523	2568.027	2571.444	5700	0	159
2024.11.18	00:00:00	2571.403	2597.414	2569.866	2589.887	41772	0	159
2024.11.18	04:00:00	2589.903	2593.197	2580.420	2582.838	28045	0	159
2024.11.18	08:00:00	2582.796	2597.296	2582.007	2594.413	34605	0	159
2024.11.18	12:00:00	2594.322	2613.346	2590.358	2612.936	48703	0	159
2024.11.18	16:00:00	2612.972	2615.108	2607.333	2609.849	26970	0	159
2024.11.18	20:00:00	2609.805	2613.107	2608.192	2612.704	10626	0	159
2024.11.19	00:00:00	2612.731	2625.579	2611.057	2624.435	28328	0	159
2024.11.19	04:00:00	2624.456	2626.651	2617.650	2619.057	25824	0	159
2024.11.19	08:00:00	2619.021	2636.476	2618.674	2629.639	40568	0	159
2024.11.19	12:00:00	2629.667	2639.473	2620.912	2624.443	62968	0	159
2024.11.19	16:00:00	2624.478	2633.144	2622.295	2630.665	30897	0	159
2024.11.19	20:00:00	2630.714	2635.554	2630.414	2635.166	10898	0	159
2024.11.20	00:00:00	2635.157	2641.847	2634.686	2637.977	24686	0	159
2024.11.20	04:00:00	2638.012	2638.805	2621.232	2621.591	27496	0	159
2024.11.20	08:00:00	2621.555	2628.131	2618.864	2628.085	29879	0	159
2024.11.20	12:00:00	2628.123	2648.932	2627.065	2648.810	45054	0	159
2024.11.20	16:00:00	2648.808	2655.433	2645.357	2650.872	32621	0	159
2024.11.20	20:00:00	2650.841	2652.937	2647.270	2652.124	13106	0	159
2024.11.21	00:00:00	2652.153	2660.466	2650.325	2656.901	24817	0	159
2024.11.21	04:00:00	2656.873	2664.723	2654.620	2663.099	22980	0	159
2024.11.21	08:00:00	2663.060	2673.522	2662.009	2671.448	30286	0	159
2024.11.21	12:00:00	2671.491	2671.816	2660.354	2667.636	54486	0	159
2024.11.21	16:00:00	2667.674	2673.516	2661.306	2669.684	35104	0	159
2024.11.21	20:00:00	2669.718	2671.906	2668.058	2669.159	11997	0	159
2024.11.22	00:00:00	2669.127	2690.519	2668.853	2686.153	30085	0	159
2024.11.22	04:00:00	2686.186	2698.953	2682.969	2696.457	31169	0	159
2024.11.22	08:00:00	2696.488	2710.127	2693.554	2698.867	45240	0	159
2024.11.22	12:00:00	2698.826	2705.073	2684.404	2703.716	64469	0	159
2024.11.22	16:00:00	2703.738	2711.457	2700.807	2708.221	31745	0	159
2024.11.22	20:00:00	2708.180	2715.658	2705.085	2715.573	11590	0	159
2024.11.24	20:00:00	2711.186	2721.405	2710.748	2719.756	8450	0	159
2024.11.25	00:00:00	2719.719	2720.136	2658.997	2672.236	68050	0	159
2024.11.25	04:00:00	2672.191	2676.375	2658.188	2667.774	54497	0	159
2024.11.25	08:00:00	2667.809	2688.768	2667.098	2686.776	36830	0	159
2024.11.25	12:00:00	2686.806	2687.863	2626.221	2628.404	97066	0	159
2024.11.25	16:00:00	2628.435	2639.392	2615.519	2625.804	46628	0	159
2024.11.25	20:00:00	2625.830	2628.739	2605.112	2610.461	21720	0	159
2024.11.26	00:00:00	2610.527	2632.216	2608.451	2630.376	48571	0	159
